,date,count,department_name,year,month,day_of_week,Friday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,January,March,May
25798,2020-03-17,9,Noblesville Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
409,2020-03-17,23,Adams County Fire Protection District,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
19998,2020-03-17,132,Lexington Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
5787,2020-03-17,163,Broward County Sheriffs Office Department of Fire Rescue,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
34032,2020-03-17,247,Sacramento Metropolitan Fire District,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
3051,2020-03-17,37,Asheville Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
15065,2020-03-17,3,Fairmount Fire Protection District,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
20691,2020-03-17,1065,Los Angeles County Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
5098,2020-03-17,165,Boston Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
29110,2020-03-17,403,Palm Beach County Fire Rescue,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
3713,2020-03-17,16,Beavercreek Township Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
13176,2020-03-17,13,Delaware Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
39403,2020-03-17,51,The Villages Public Safety Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
10706,2020-03-17,4,City of Westfield Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
26487,2020-03-17,43,Northwest Fire District,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
23024,2020-03-17,229,Mesa Fire and Medical Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
6151,2020-03-17,75,Cape Coral Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
28777,2020-03-17,152,Orlando Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
31317,2020-03-17,84,Richland Fire and Emergency Services,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
32537,2020-03-17,7,Rincon Valley Fire District,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
41156,2020-03-17,22,Town of Manchester Fire-Rescue-EMS Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
14426,2020-03-17,33,East Pierce Fire and Rescue,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
40714,2020-03-17,8,Torrington Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
35211,2020-03-17,1,Sheridan Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
27795,2020-03-17,93,Ontario Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
1100,2020-03-17,274,Albuquerque Fire Rescue,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
43411,2020-03-17,111,West Metro Fire Rescue,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
34722,2020-03-17,341,San Francisco Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
2484,2020-03-17,206,Anne Arundel County Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
6829,2020-03-17,24,Carmel Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
16400,2020-03-17,58,Golder Ranch Fire District,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
1791,2020-03-17,50,Alexandria Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
24410,2020-03-17,25,New Rochelle Fire Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
36624,2020-03-17,20,South Adams County Fire Protection District,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
12201,2020-03-17,21,Coral Gables Fire and Rescue Department,2020,March,Tuesday,0,0,0,0,1,0,0,0,1,0
34033,2020-03-18,273,Sacramento Metropolitan Fire District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
410,2020-03-18,20,Adams County Fire Protection District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
7857,2020-03-18,2,Cicero Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
28778,2020-03-18,139,Orlando Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
34723,2020-03-18,413,San Francisco Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
5788,2020-03-18,167,Broward County Sheriffs Office Department of Fire Rescue,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
13177,2020-03-18,12,Delaware Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
30629,2020-03-18,10,Plainfield Fire Protection District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
6152,2020-03-18,77,Cape Coral Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
33339,2020-03-18,20,Rogers Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
25799,2020-03-18,16,Noblesville Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
25106,2020-03-18,88,Newport News Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
40715,2020-03-18,16,Torrington Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
3052,2020-03-18,51,Asheville Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
23719,2020-03-18,647,Miami-Dade Fire Rescue Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
31318,2020-03-18,88,Richland Fire and Emergency Services,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
15716,2020-03-18,14,Fishers Fire and Emergency Services,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
6830,2020-03-18,21,Carmel Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
24411,2020-03-18,25,New Rochelle Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
7247,2020-03-18,32,Cedar Rapids Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
32538,2020-03-18,8,Rincon Valley Fire District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
4405,2020-03-18,44,Bellevue Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
21378,2020-03-18,72,Loudoun County Fire Rescue and EMS,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
29790,2020-03-18,88,Pasco Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
32011,2020-03-18,73,Richmond Fire and Emergency Services,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
27099,2020-03-18,22,Olathe Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
17848,2020-03-18,20,Jackson County Fire District 3,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
19999,2020-03-18,137,Lexington Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
41157,2020-03-18,25,Town of Manchester Fire-Rescue-EMS Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
36625,2020-03-18,18,South Adams County Fire Protection District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
1792,2020-03-18,47,Alexandria Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
27796,2020-03-18,72,Ontario Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
38005,2020-03-18,6,St Louis Park Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
41848,2020-03-18,236,Tucson Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
16401,2020-03-18,47,Golder Ranch Fire District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
37316,2020-03-18,8,Southern Platte Fire Protection District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
2485,2020-03-18,224,Anne Arundel County Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
44103,2020-03-18,77,West Palm Beach Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
13795,2020-03-18,55,Delray Beach Fire-Rescue Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
3714,2020-03-18,17,Beavercreek Township Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
17098,2020-03-18,70,Hall County Fire Services,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
14427,2020-03-18,21,East Pierce Fire and Rescue,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
35777,2020-03-18,1,Simsbury Volunteer Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
1101,2020-03-18,255,Albuquerque Fire Rescue,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
40067,2020-03-18,4,Toms River Fire District 1,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
39404,2020-03-18,61,The Villages Public Safety Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
38361,2020-03-18,161,St Lucie County Fire District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
9514,2020-03-18,43,City of Roseville Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
23025,2020-03-18,195,Mesa Fire and Medical Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
19114,2020-03-18,39,Jersey City Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
29111,2020-03-18,412,Palm Beach County Fire Rescue,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
43412,2020-03-18,119,West Metro Fire Rescue,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
11524,2020-03-18,489,Columbus Division of Fire,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
5099,2020-03-18,167,Boston Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
20692,2020-03-18,1031,Los Angeles County Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
26488,2020-03-18,40,Northwest Fire District,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
10707,2020-03-18,5,City of Westfield Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
10201,2020-03-18,142,City of Saint Paul Fire Department,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
22334,2020-03-18,382,Memphis Division of Fire Services,2020,March,Wednesday,0,0,0,0,0,1,0,0,1,0
22335,2020-03-19,368,Memphis Division of Fire Services,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
34724,2020-03-19,360,San Francisco Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
15717,2020-03-19,14,Fishers Fire and Emergency Services,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
4406,2020-03-19,46,Bellevue Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
41849,2020-03-19,257,Tucson Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
25107,2020-03-19,94,Newport News Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
32539,2020-03-19,5,Rincon Valley Fire District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
16402,2020-03-19,41,Golder Ranch Fire District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
14428,2020-03-19,31,East Pierce Fire and Rescue,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
3715,2020-03-19,10,Beavercreek Township Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
12202,2020-03-19,16,Coral Gables Fire and Rescue Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
23026,2020-03-19,230,Mesa Fire and Medical Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
9515,2020-03-19,43,City of Roseville Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
11525,2020-03-19,524,Columbus Division of Fire,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
10202,2020-03-19,118,City of Saint Paul Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
10708,2020-03-19,10,City of Westfield Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
20693,2020-03-19,1045,Los Angeles County Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
15066,2020-03-19,1,Fairmount Fire Protection District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
1793,2020-03-19,62,Alexandria Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
13178,2020-03-19,14,Delaware Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
5789,2020-03-19,150,Broward County Sheriffs Office Department of Fire Rescue,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
24412,2020-03-19,18,New Rochelle Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
20000,2020-03-19,158,Lexington Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
23720,2020-03-19,640,Miami-Dade Fire Rescue Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
42839,2020-03-19,1,Wayne Township Volunteer Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
6831,2020-03-19,13,Carmel Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
35212,2020-03-19,2,Sheridan Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
34034,2020-03-19,275,Sacramento Metropolitan Fire District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
21379,2020-03-19,76,Loudoun County Fire Rescue and EMS,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
411,2020-03-19,20,Adams County Fire Protection District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
38362,2020-03-19,137,St Lucie County Fire District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
33340,2020-03-19,17,Rogers Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
32012,2020-03-19,81,Richmond Fire and Emergency Services,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
40716,2020-03-19,22,Torrington Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
27797,2020-03-19,94,Ontario Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
43413,2020-03-19,107,West Metro Fire Rescue,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
27100,2020-03-19,44,Olathe Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
41158,2020-03-19,19,Town of Manchester Fire-Rescue-EMS Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
36626,2020-03-19,27,South Adams County Fire Protection District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
6153,2020-03-19,72,Cape Coral Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
38006,2020-03-19,12,St Louis Park Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
31319,2020-03-19,89,Richland Fire and Emergency Services,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
29791,2020-03-19,89,Pasco Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
26489,2020-03-19,34,Northwest Fire District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
28779,2020-03-19,155,Orlando Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
7248,2020-03-19,25,Cedar Rapids Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
44104,2020-03-19,72,West Palm Beach Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
8821,2020-03-19,30,City of Fort Myers Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
17849,2020-03-19,21,Jackson County Fire District 3,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
5100,2020-03-19,183,Boston Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
17099,2020-03-19,77,Hall County Fire Services,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
25800,2020-03-19,9,Noblesville Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
1102,2020-03-19,243,Albuquerque Fire Rescue,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
13796,2020-03-19,59,Delray Beach Fire-Rescue Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
37317,2020-03-19,4,Southern Platte Fire Protection District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
39405,2020-03-19,78,The Villages Public Safety Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
18466,2020-03-19,1,Jackson Township Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
30630,2020-03-19,7,Plainfield Fire Protection District,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
29112,2020-03-19,350,Palm Beach County Fire Rescue,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
3053,2020-03-19,43,Asheville Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
7858,2020-03-19,1,Cicero Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
19115,2020-03-19,35,Jersey City Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
2486,2020-03-19,198,Anne Arundel County Fire Department,2020,March,Thursday,0,0,0,1,0,0,0,0,1,0
15067,2020-03-20,2,Fairmount Fire Protection District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
43414,2020-03-20,105,West Metro Fire Rescue,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
34725,2020-03-20,397,San Francisco Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
6832,2020-03-20,22,Carmel Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
40717,2020-03-20,19,Torrington Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
26490,2020-03-20,32,Northwest Fire District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
1794,2020-03-20,53,Alexandria Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
32540,2020-03-20,3,Rincon Valley Fire District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
41159,2020-03-20,22,Town of Manchester Fire-Rescue-EMS Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
10203,2020-03-20,115,City of Saint Paul Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
12203,2020-03-20,23,Coral Gables Fire and Rescue Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
4407,2020-03-20,42,Bellevue Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
34035,2020-03-20,270,Sacramento Metropolitan Fire District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
3054,2020-03-20,47,Asheville Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
37318,2020-03-20,3,Southern Platte Fire Protection District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
17100,2020-03-20,72,Hall County Fire Services,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
44105,2020-03-20,65,West Palm Beach Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
5101,2020-03-20,192,Boston Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
16403,2020-03-20,32,Golder Ranch Fire District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
39406,2020-03-20,66,The Villages Public Safety Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
22336,2020-03-20,386,Memphis Division of Fire Services,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
23721,2020-03-20,624,Miami-Dade Fire Rescue Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
1103,2020-03-20,247,Albuquerque Fire Rescue,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
40068,2020-03-20,2,Toms River Fire District 1,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
11526,2020-03-20,700,Columbus Division of Fire,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
41850,2020-03-20,302,Tucson Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
29113,2020-03-20,391,Palm Beach County Fire Rescue,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
7859,2020-03-20,4,Cicero Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
9516,2020-03-20,44,City of Roseville Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
42840,2020-03-20,1,Wayne Township Volunteer Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
17850,2020-03-20,23,Jackson County Fire District 3,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
38363,2020-03-20,163,St Lucie County Fire District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
28780,2020-03-20,151,Orlando Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
3716,2020-03-20,19,Beavercreek Township Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
29792,2020-03-20,100,Pasco Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
38007,2020-03-20,12,St Louis Park Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
30631,2020-03-20,8,Plainfield Fire Protection District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
33341,2020-03-20,19,Rogers Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
27101,2020-03-20,35,Olathe Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
10709,2020-03-20,7,City of Westfield Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
35213,2020-03-20,2,Sheridan Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
24413,2020-03-20,25,New Rochelle Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
27798,2020-03-20,69,Ontario Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
36627,2020-03-20,27,South Adams County Fire Protection District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
23027,2020-03-20,175,Mesa Fire and Medical Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
15718,2020-03-20,12,Fishers Fire and Emergency Services,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
14429,2020-03-20,35,East Pierce Fire and Rescue,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
31320,2020-03-20,100,Richland Fire and Emergency Services,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
2487,2020-03-20,232,Anne Arundel County Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
20001,2020-03-20,149,Lexington Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
6154,2020-03-20,58,Cape Coral Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
20694,2020-03-20,1009,Los Angeles County Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
7249,2020-03-20,24,Cedar Rapids Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
13797,2020-03-20,51,Delray Beach Fire-Rescue Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
5790,2020-03-20,154,Broward County Sheriffs Office Department of Fire Rescue,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
32013,2020-03-20,81,Richmond Fire and Emergency Services,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
19116,2020-03-20,28,Jersey City Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
25801,2020-03-20,17,Noblesville Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
8822,2020-03-20,31,City of Fort Myers Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
412,2020-03-20,24,Adams County Fire Protection District,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
13179,2020-03-20,23,Delaware Fire Department,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
21380,2020-03-20,84,Loudoun County Fire Rescue and EMS,2020,March,Friday,1,0,0,0,0,0,0,0,1,0
42841,2020-03-21,1,Wayne Township Volunteer Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
12204,2020-03-21,19,Coral Gables Fire and Rescue Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
24414,2020-03-21,24,New Rochelle Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
26491,2020-03-21,31,Northwest Fire District,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
35214,2020-03-21,2,Sheridan Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
19117,2020-03-21,34,Jersey City Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
16404,2020-03-21,36,Golder Ranch Fire District,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
43415,2020-03-21,92,West Metro Fire Rescue,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
5791,2020-03-21,139,Broward County Sheriffs Office Department of Fire Rescue,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
10204,2020-03-21,126,City of Saint Paul Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
17851,2020-03-21,27,Jackson County Fire District 3,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
9517,2020-03-21,50,City of Roseville Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
8823,2020-03-21,31,City of Fort Myers Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
28781,2020-03-21,157,Orlando Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
27799,2020-03-21,68,Ontario Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
30632,2020-03-21,7,Plainfield Fire Protection District,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
44106,2020-03-21,75,West Palm Beach Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
33342,2020-03-21,13,Rogers Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
1795,2020-03-21,50,Alexandria Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
29793,2020-03-21,89,Pasco Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
38008,2020-03-21,10,St Louis Park Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
27102,2020-03-21,33,Olathe Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
38364,2020-03-21,133,St Lucie County Fire District,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
32014,2020-03-21,68,Richmond Fire and Emergency Services,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
13180,2020-03-21,14,Delaware Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
32541,2020-03-21,8,Rincon Valley Fire District,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
14430,2020-03-21,27,East Pierce Fire and Rescue,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
413,2020-03-21,28,Adams County Fire Protection District,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
41160,2020-03-21,17,Town of Manchester Fire-Rescue-EMS Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
6155,2020-03-21,59,Cape Coral Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
10710,2020-03-21,6,City of Westfield Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
3717,2020-03-21,8,Beavercreek Township Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
18467,2020-03-21,2,Jackson Township Fire Department,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
29114,2020-03-21,366,Palm Beach County Fire Rescue,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
11527,2020-03-21,483,Columbus Division of Fire,2020,March,Saturday,0,1,0,0,0,0,0,0,1,0
