department_name,date,retail/recreation_avg,grocery/pharmacy_avg,parks_avg,workplace_avg,residential_avg,level_1,avg_change_baseline_incidents
Albuquerque Fire Rescue,2020-02-17,8.666666666666666,8.666666666666666,29.333333333333332,-7.333333333333333,0.6666666666666666,1072,25.233714072024206
Albuquerque Fire Rescue,2020-02-24,3.4285714285714284,5.0,0.14285714285714285,1.7142857142857142,0.0,1079,19.160305724485735
Albuquerque Fire Rescue,2020-03-02,12.0,10.428571428571429,20.428571428571427,3.4285714285714284,-1.7142857142857142,1086,17.889366285166307
Albuquerque Fire Rescue,2020-03-09,10.857142857142858,13.142857142857142,28.142857142857142,3.0,-1.2857142857142858,1093,21.3558049746844
Albuquerque Fire Rescue,2020-03-16,0.8571428571428571,25.142857142857142,21.571428571428573,-6.142857142857143,2.142857142857143,1100,21.427505223764094
Albuquerque Fire Rescue,2020-03-23,-29.857142857142858,8.285714285714286,6.714285714285714,-31.857142857142858,12.428571428571429,1107,7.323617844034388
Albuquerque Fire Rescue,2020-03-30,-44.714285714285715,-18.0,-3.142857142857143,-45.285714285714285,17.571428571428573,1114,-2.1305596495081334
Albuquerque Fire Rescue,2020-04-06,-39.857142857142854,-11.714285714285714,11.714285714285714,-47.0,17.428571428571427,1121,5.90757102004631
Albuquerque Fire Rescue,2020-04-13,-45.714285714285715,-17.0,-3.5714285714285716,-49.57142857142857,18.571428571428573,1127,5.064949157103877
Albuquerque Fire Rescue,2020-04-20,-38.142857142857146,-14.428571428571429,5.857142857142857,-45.714285714285715,17.142857142857142,1134,3.472103824544598
Albuquerque Fire Rescue,2020-04-27,-36.57142857142857,-12.571428571428571,13.142857142857142,-45.57142857142857,16.714285714285715,1141,-0.2814533745696513
Albuquerque Fire Rescue,2020-05-04,-31.714285714285715,-6.142857142857143,18.714285714285715,-43.42857142857143,14.285714285714286,1148,-4.274071327643926
Albuquerque Fire Rescue,2020-05-11,-31.142857142857142,-0.14285714285714285,20.714285714285715,-41.42857142857143,14.571428571428571,1155,-16.27900674977024
